dataset,term,selector,report_label,evaluation_run,item,channel,selected_method,validation_dates,observed_best,block_length,fallback_reason
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,6,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,7,0,vanilla_multivariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,7,1,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,7,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,7,3,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,7,4,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,8,0,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,8,1,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,8,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,8,3,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,8,4,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,9,0,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,9,1,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,9,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,9,3,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,9,4,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,10,0,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,10,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,10,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,10,3,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,10,4,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,11,0,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,11,1,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,11,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,11,3,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,11,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,12,0,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,12,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,12,2,vanilla_multivariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,12,3,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,12,4,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,13,0,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,13,1,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,13,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,13,3,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,13,4,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,14,0,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,14,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,14,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,14,3,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,14,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,15,0,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,15,1,vanilla_multivariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,15,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,15,3,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,15,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,16,0,vanilla_multivariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,16,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,16,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,16,3,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,16,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,17,0,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,17,1,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,17,2,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,17,3,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,17,4,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,18,0,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,18,1,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,18,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,18,3,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,18,4,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,19,0,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,19,1,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,19,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,19,3,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,19,4,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,20,0,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,20,1,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,20,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,20,3,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,20,4,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,21,0,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,21,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,21,2,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,21,3,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,21,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,22,0,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,22,1,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,22,2,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,22,3,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,22,4,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,23,0,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,23,1,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,23,2,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,23,3,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,23,4,vanilla_multivariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,24,0,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,24,1,vanilla_multivariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,24,2,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,24,3,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,24,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,25,0,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,25,1,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,25,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,25,3,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,25,4,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,26,0,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,26,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,26,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,26,3,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,26,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,27,0,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,27,1,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,27,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,27,3,vanilla_multivariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,27,4,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,28,0,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,28,1,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,28,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,28,3,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,28,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,29,0,vanilla_multivariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,29,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,29,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,29,3,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,29,4,vanilla_multivariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,30,0,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,30,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,30,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,30,3,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,30,4,vanilla_univariate,2,vanilla_multivariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,31,0,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,31,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,31,2,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,31,3,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,31,4,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,32,0,vanilla_univariate,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,32,1,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,32,2,vanilla_univariate,2,vanilla_univariate,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,32,3,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,32,4,self_augmentation,2,self_augmentation,1,
Smart_Manufacturing/H,medium,selected_per_variate,selected_per_variate,run_0,33,0,vanilla_univariate,2,vanilla_multivariate,1,
